Feature,Importance
mean_mvi,0.20226836524236963
mean_ndvi,0.1862788064662487
mean_elevation,0.14484900022507047
nearest_river_distance_m,0.11699895437765723
nearest_aquaculture_distance_m,0.11669044658412955
mean_slope,0.1143885297553738
mean_wind_speed,0.044329267674050904
mean_temperature,0.041085865111142914
annual_precipitation,0.0331107645639569
